item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group
Zumba Acidin, Spicy Chili Mix, 1.06oz, 10-Count		0714QY3G8DM	pit 703885063404	10.34		2016-07-13 20:33:24 PDT		y	1			11				B005T79LD6			1	N		B005T79LD6				AMAZON_NA													Default Amazon Template
Zumba Hot, Hot'n Spicy Chili Mix, 7.8oz 10-Count(0.78oz each)		0714Q0JEWDM	pit 703885063503	10.05		2016-07-14 08:54:23 PDT		y	1			11				B005SJE4DW			1	N		B005SJE4DW				AMAZON_NA													Default Amazon Template
Lucas Salsagheti Mango Flavor		0714QY2M9DG	pit 706460751420	11.99		2016-07-13 20:17:26 PDT		y	1			11				B008F18XQE			1	N		B008F18XQE				AMAZON_NA													Default Amazon Template
Jovy Acirrico Sour and Hot Chili Powder with Salt and Lemon in Large Shaker -...		0714QY33ZQA	pit 712199070428	12.97		2016-07-13 20:26:56 PDT		y	1			11				B00PHUGTWG			1	N		B00PHUGTWG				AMAZON_NA													Default Amazon Template
Lucas Pelucas Tamarindo Candy 10-piece Pack		0714QY369MM	pit 725181040101	10.7		2016-07-13 20:28:52 PDT		y	1			11				B003EMQPVE			1	N		B003EMQPVE				AMAZON_NA													Default Amazon Template
Lucas Crazy Hair Sour Strawberry Fruit Candy, 1.4-Ounce Packages (Pack of 24)		0714Q0IZ45S	pit 725181260103	19.94		2016-07-14 08:51:54 PDT		y	1			11				B001EPQEQY			1	N		B001EPQEQY				AMAZON_NA													Default Amazon Template
Lucas Panzon Watermelon hard candy and chamoy liquid candy, 10 ct		0714QY3PTMS	pit 725181774105	12.38		2016-07-13 20:37:25 PDT		y	1			11				B00QB41HBU			1	N		B00QB41HBU				AMAZON_NA													Default Amazon Template
Pulparindo - Mexican Candy by De La Rosa		0714QY41NFY	pit 725226000206	5.97		2016-07-13 20:41:31 PDT		y	1			11				B0000GK068			1	N		B0000GK068				AMAZON_NA													Default Amazon Template
Pepperidge Farm Baked Goldfish Crackers - 66oz (4.1 lbs)		0623QCQ1GUS	sam 11813	18.48		2016-06-23 10:06:35 PDT		y	1			11				B001CBCJGE			1	N		B001CBCJGE				AMAZON_NA													Default Amazon Template
Proforce - Member's Mark Commercial Foaming Hand Soap Dispenser		0714Q0JO01G	sam 131751	14.1		2016-07-14 08:56:53 PDT		y	1			11				B00MIBNPSI			1	N		B00MIBNPSI				AMAZON_NA													Default Amazon Template
Louisiana Alligator Jerky for Dogs - 42oz Bag		0704QN6CG7S	sam 132206	16.94		2016-07-04 10:30:48 PDT		y	1			11				B00AYIY04A			1	N		B00AYIY04A				AMAZON_NA													Default Amazon Template
Kraft Grated Parmesan Cheese-24 oz		0623QCOJDV4	sam 134929	14.5		2016-06-23 09:53:49 PDT		y	1			11				B001H8R00M			1	N		B001H8R00M				AMAZON_NA													Default Amazon Template
Wonderful Roasted and Salted Pistachios, 40 Ounce		0711QOUJRR4	sam 13814	29		2016-07-11 14:18:45 PDT		y	1			11				B00IQEKJTE			1	N		B00IQEKJTE				AMAZON_NA													Default Amazon Template
Tone's Oregano Leaf Shaker - 5 oz		0714Q0I51FG	sam 1420	9.28		2016-07-14 08:33:03 PDT		y	1			11				B000F013RE			1	N		B000F013RE				AMAZON_NA													Default Amazon Template
Proforce/Members Mark Commercial Foaming Antibacterial Hand Soap 2 pack Refil...		0714Q0F63KG	sam 142717	23.33		2016-07-14 07:50:04 PDT		y	1			11				B00F0VXDG2			1	N		B00F0VXDG2				AMAZON_NA													Default Amazon Template
Glad ForceFlex Tall Kitchen 13 Gallon Trash Bag With Odor Shield - 120-Count		0714Q0HHFIS	sam 145541	25.52		2016-07-14 08:20:42 PDT		y	1			11				B003HFG07M			1	N		B003HFG07M				AMAZON_NA													Default Amazon Template
Nescafe Taster's Choice Instant Coffee, 12 Ounce		0720QTMGUEY	sam 14703	21		2016-07-19 19:33:36 PDT		y	1			11				B003Y5S0XW			1	N		B003Y5S0XW				AMAZON_NA													Default Amazon Template
Yuban Original Ground Coffee Canister, Medium Roast, 42.5 Ounce		0714Q0F8FUM	sam 178697	23.83		2016-07-14 07:51:04 PDT		y	1			11				B00BUV1J8U			1	N		B00BUV1J8U				AMAZON_NA													Default Amazon Template
Chex Mix Traditional Snack Mix, Original, 40 Ounce		0613QBSXRSM	sam 189483	14.85		2016-06-13 08:24:22 PDT		y	1			11				B009FV42VI			1	N		B009FV42VI				AMAZON_NA													Default Amazon Template
Bush's Best Original Baked Beans, 16.5 Ounce, 8 Count		0613QBU4ZA4	sam 211040	25.49		2016-06-13 08:32:35 PDT		y	1			11				B0041TUUZG			1	N		B0041TUUZG				AMAZON_NA													Default Amazon Template
Tang Orange Powdered Drink Mix (Makes 22 Quarts), 72-Ounce (2.04 kg )Canister		0714Q0HDOWY	sam 215132	17.74		2016-07-14 08:19:49 PDT		y	1			11				B004WX5J9I			1	N		B004WX5J9I				AMAZON_NA													Default Amazon Template
Huggies Little Swimmers Disposable Swimpants Medium - 25 Pair Swimpants plus ...		0704QMYSJFY	sam 222027	26.9		2016-07-04 09:58:08 PDT		y	1			11				B00V5DKZE2			1	N		B00V5DKZE2				AMAZON_NA													Default Amazon Template
Huggies Little Swimmers Disposable Swimpants, Small, 27 Count - Bonus 56 Wipe...		0704QN044JM	sam 222027s-p	18.99		2016-07-04 10:04:17 PDT		y	1			11				B00V5ESKZW			1	N		B00V5ESKZW				AMAZON_NA													Default Amazon Template
Alka Seltzer Antacid Tablets 116count		0714Q0L5F5Y	sam 228339	17.5		2016-07-14 09:04:34 PDT		y	1			11				B000RYJ780			1	N		B000RYJ780				AMAZON_NA													Default Amazon Template
Daily Chef Swiss Granola Cereal 2lb.		0623QCPH6XA	sam 230486	14		2016-06-23 10:02:57 PDT		y	1			11				B00EAZ21LW			1	N		B00EAZ21LW				AMAZON_NA													Default Amazon Template
800 Count Fiber Capsules Member's Mark Therapy for Regularity/Fiber Supplemen...		0720QXB9GWY	sam 25349x2	28		2016-07-20 09:42:22 PDT		y	1			11				B0145UCVS4			1	N		B0145UCVS4				AMAZON_NA													Default Amazon Template
Hot Tamales, 4.5 pounds Fierce cinnamon		0613QBQRXQG	sam 253508	15.5		2016-06-13 08:09:46 PDT		y	1			11				B00503KIJ0			1	N		B00503KIJ0				AMAZON_NA													Default Amazon Template
Bigelow Premium Organic Green Tea (176 Ct.)		0704QN8SUMG	sam 253638	19.09		2016-07-04 10:41:48 PDT		y	1			11				B00Y7N85OO			1	N		B00Y7N85OO				AMAZON_NA													Default Amazon Template
Nabisco Club Pack Sandwich Cookies, Nabisco Oreo Chocolate, 52.5 Ounce		0623QCMZYHS	sam 254233	18		2016-06-23 09:42:16 PDT		y	1			11				B00BQWNT22			1	N		B00BQWNT22				AMAZON_NA													Default Amazon Template
Kraft 12-7.25 oz macaroni cheese dinner, 5.7 lb		0613QCGYMCS	sam 29090	21.77		2016-06-13 10:24:43 PDT		y	1			11				B00BU5W15Q			1	N		B00BU5W15Q				AMAZON_NA													Default Amazon Template
Idahoan Real Mashed Gable Carton, Premium, 52 Ounce		0613QBMWBXA	sam 314154	15.18		2016-06-13 07:41:58 PDT		y	1			11				B00I4KUDDW			1	N		B00I4KUDDW				AMAZON_NA													Default Amazon Template
Planters Salted Peanuts (48 1-ounce packs)		0714Q0HPP8A	sam 316799	16.87		2016-07-14 08:23:03 PDT		y	1			11				B00IA82W6E			1	N		B00IA82W6E				AMAZON_NA													Default Amazon Template
Tums Ultra Assorted Berries 265 Tablets - Maximum Strength Antacid & Calcium ...		0714Q0FVKQS	sam 317121	17.57		2016-07-14 07:58:59 PDT		y	1			11				B000NLJGEM			1	N		B000NLJGEM				AMAZON_NA													Default Amazon Template
Nonni's Mini Biscotti, Limoncello, Limited Edition Flavor (2 lbs)		0623QCOX3IS	sam 322099	17		2016-06-23 09:56:31 PDT		y	1			11				B00XMFEFII			1	N		B00XMFEFII				AMAZON_NA													Default Amazon Template
Member's Mark Ibuprofen Coated Tablets 200mg Pain Reliever Fever Reducer Nsai...		0721Q47MAOM	sam 332754	17.07		2016-07-21 10:45:54 PDT		y	1			11				B012P0QSSA			1	N		B012P0QSSA				AMAZON_NA													Default Amazon Template
General Mills Cheerios Cereal, Honey Nut, 2 Boxes of 27.5 Ounces each		0720QWUO7KM	sam 341296	14.84		2016-07-20 07:51:38 PDT		y	1			11				B00BTKZP96			1	N		B00BTKZP96				AMAZON_NA													Default Amazon Template
Lance Fresh Sandwich Crackers Variety Pack - 36 packs		0613QBKYA6S	sam 342515	16.85		2016-06-13 07:35:08 PDT		y	1			11				B001PAS5GK			1	N		B001PAS5GK				AMAZON_NA													Default Amazon Template
Lipton Iced Tea Mix, Lemon 38 qt		0704QOX2HOM	sam 353048	16.34		2016-07-04 14:40:39 PDT		y	1			11				B0060KPEOQ			1	N		B0060KPEOQ				AMAZON_NA													Default Amazon Template
Febreze Fabric Refresher with Gain Original Scent, 27-Ounce (Pack of 2)		0705QPUSPA4	sam 353391	20		2016-07-04 18:55:09 PDT		y	1			11				B0048BIJHS			1	N		B0048BIJHS				AMAZON_NA													Default Amazon Template
Pepperidge Farm Milano Cookie Tub, 15 Ounce		0613QBIF3MA	sam 359203	12.77		2016-06-13 07:25:46 PDT		y	1			11				B00CXAEDH6			1	N		B00CXAEDH6				AMAZON_NA													Default Amazon Template
Mrs. Thinster's TOASTED COCONUT Cookie Thins 16 Oz		0714Q0K2QBG	sam 404420	17.47		2016-07-14 09:00:12 PDT		y	1			11				B01638KMGY			1	N		B01638KMGY				AMAZON_NA													Default Amazon Template
Morton Shakers, Black Pepper, 1.5 Ounce (Pack of 12)		0714Q0FMZT4	sam 41304	28.77		2016-07-14 07:55:25 PDT		y	1			11				B00E89KVCG			1	N		B00E89KVCG				AMAZON_NA													Default Amazon Template
Spice World Fat Free Minced Garlic, 48 Ounce		0623QCQYNPS	sam 442118	12.39		2016-06-23 10:12:15 PDT		y	1			11				B00333ADXK			1	N		B00333ADXK				AMAZON_NA													Default Amazon Template
Mariani Pitted Dried Prunes - 40 Oz. Bag		0714Q0FZW8A	sam 449425	13.67		2016-07-14 07:59:58 PDT		y	1			11				B00BV2SIOQ			1	N		B00BV2SIOQ				AMAZON_NA													Default Amazon Template
Barlean's Organic Coconut Oil, 60 Ounce		0613QBTIKH4	sam 453857	23.44		2016-06-13 08:29:08 PDT		y	1			11				B00U0LMJXK			1	N		B00U0LMJXK				AMAZON_NA													Default Amazon Template
Flax USA 100% Natural Organic Flax Cold Milled Ground Golden Flax Seed, 48-Ou...		0704QN1LJT4	sam 453992	18.31		2016-07-04 10:11:11 PDT		y	1			11				B004LK3SIQ			1	N		B004LK3SIQ				AMAZON_NA													Default Amazon Template
Flax USA Organic Golden Flax Cold Milled Golden Flax Seed, 48 Ounce		0704QN1NQMM	sam 453992-4	16.69		2016-07-04 10:11:25 PDT		y	1			11				B005AKMK4Y			1	N		B005AKMK4Y				AMAZON_NA													Default Amazon Template
Secret Invisible Solid Deodorant, Powder Fresh (2.6 oz., 5 pk.)		0721Q4CULDY	sam 460554	15.85		2016-07-21 11:08:13 PDT		y	1			11				B01099LZC8			1	N		B01099LZC8				AMAZON_NA													Default Amazon Template
Tone's Lemon Pepper Blend - 28oz shaker		0714Q0I6NDA	sam 464328	15.4		2016-07-14 08:35:44 PDT		y	1			11				B000F013Q0			1	N		B000F013Q0				AMAZON_NA													Default Amazon Template
Command Small Clear Wire Hooks with Clear Strips (20 Hooks, 24 Strips) 3M		0714Q0H91KS	sam 474470	17.69		2016-07-14 08:18:21 PDT		y	1			11				B00YBL7ATS			1	N		B00YBL7ATS				AMAZON_NA													Default Amazon Template
Daily Chef Elbow Macaroni Pantry Pack, 6 Pound		0623QCP1OTM	sam 499933	14		2016-06-23 09:57:33 PDT		y	1			11				B0063CNYI4			1	N		B0063CNYI4				AMAZON_NA													Default Amazon Template
Daily Chef Premium Quality Spaghetti Pantry Pack, 6 Pound		0623QCPO034	sam 499954	13.69		2016-06-23 10:04:23 PDT		y	1			11				B0063CNXCQ			1	N		B0063CNXCQ				AMAZON_NA													Default Amazon Template
Swiffer Wet Jet Refills Febreze Lavender Vanilla & Comfort 60 ct. by Swiffer		0714Q0GM4DA	sam 518712	29.26		2016-07-14 08:10:01 PDT		y	1			11				B00XQEG3F8			1	N		B00XQEG3F8				AMAZON_NA													Default Amazon Template
Morrison's Country Style Gravy Mix - 3/1.5 lb		0629Q04NE24	sam 526189	18		2016-06-29 09:19:27 PDT		y	1			11				B0077SKPXK			1	N		B0077SKPXK				AMAZON_NA													Default Amazon Template
Morton Coarse Kosher Salt 35 oz.		0623QCLCIFA	sam 531354	10.5		2016-06-23 09:34:17 PDT		y	1			11				B00JU3XGBS			1	N		B00JU3XGBS				AMAZON_NA													Default Amazon Template
Spam Reduced Sodium Six 12 Ounce Cans Value Pack		0613QBUQ20A	sam 53450	28		2016-06-13 08:34:42 PDT		y	1			11				B0038KCDFE			1	N		B0038KCDFE				AMAZON_NA													Default Amazon Template
Royal Consumer P80 Pencil Sharpener		0714Q0FCK9Y	sam 538874	18.49		2016-07-14 07:52:10 PDT		y	1			11				B015NL74O0			1	N		B015NL74O0				AMAZON_NA													Default Amazon Template
Nabisco Wheat Thins Original Snack Crackers 21 gram Whole Grain 2 Bags of 20oz		0623QCO8ASG	sam 551702	13.89		2016-06-23 09:50:16 PDT		y	1			11				B0035VNYSQ			1	N		B0035VNYSQ				AMAZON_NA													Default Amazon Template
Skinny Pop All Natural Popcorn, 12-Ounce		0718QNNOYOM	sam 558621	11.28		2016-07-18 15:49:16 PDT		y	1			11				B00FGLGXOU			1	N		B00FGLGXOU				AMAZON_NA													Default Amazon Template
Lifesavers Gummies Five Flavor Pouches, 4.2 Ounce (Pack of 15)		0613QBTTB9A	sam 582535	28.3		2016-06-13 08:30:42 PDT		y	1			11				B00DAWF2QW			1	N		B00DAWF2QW				AMAZON_NA													Default Amazon Template
Amy's Organic Lentil Veggie Soup, 14.5 Ounce (8 count)		0720QWV501G	sam 588752	39.99		2016-07-20 07:55:25 PDT		y	1			11				B00H5V3GT4			1	N		B00H5V3GT4				AMAZON_NA													Default Amazon Template
Multigrain Cheerios - 18.75 oz. boxes - 2 pk.		0720QWQ6D94	sam 595109	14.71		2016-07-20 07:36:46 PDT		y	1			11				B00BVOYNFC			1	N		B00BVOYNFC				AMAZON_NA													Default Amazon Template
Member's Mark - Omega 3-6-9 1600 mg, 325 Softgels		0721Q4IKZZM	sam 610421	26.99		2016-07-21 11:29:31 PDT		y	1			11				B010OAB8G0			1	N		B010OAB8G0				AMAZON_NA													Default Amazon Template
Mr. Clean Magic Eraser, 9 Counts		0714Q0GN19G	sam 623387	14.09		2016-07-14 08:10:59 PDT		y	1			11				B00DFB2I7Y			1	N		B00DFB2I7Y				AMAZON_NA													Default Amazon Template
Chopped Sea Clams 2/51 Oz.		0704QN4BZP4	sam 634189	34.93		2016-07-04 10:23:11 PDT		y	1			11				B00M5HO8LI			1	N		B00M5HO8LI				AMAZON_NA													Default Amazon Template
Spice World, ORGANIC GARLIC - LARGE Container - 32 OZ		0623QCLIDF4	sam 65323	13.27		2016-06-23 09:35:02 PDT		y	1			11				B0055J865W			1	N		B0055J865W				AMAZON_NA													Default Amazon Template
Brownie Brittle Chocolate Chip, 16 Ounce		0613QBLIB9Y	sam 654061	15.84		2016-06-13 07:36:46 PDT		y	1			11				B008VHEJS8			1	N		B008VHEJS8				AMAZON_NA													Default Amazon Template
Rice Krispies Toasted Rice Cereal, 34.4-Ounce Boxes		0623QCPCPVS	sam 65753	14		2016-06-23 10:01:25 PDT		y	1			11				B000CSBVEE			1	N		B000CSBVEE				AMAZON_NA													Default Amazon Template
Peet's Major Dickason's Blend for Keurig K-Cup Brewers, Deep Roast 60 count.		0613QBZQUBG	sam 688921	44.27		2016-06-13 08:56:43 PDT		y	1			11				B00EFOWBHC			1	N		B00EFOWBHC				AMAZON_NA													Default Amazon Template
Daily Chef Food Service Aluminum Foil Sheets 500 Sheets		0714Q0GUYGY	sam 695077	14.24		2016-07-14 08:14:20 PDT		y	1			11				B00IV19OUM			1	N		B00IV19OUM				AMAZON_NA													Default Amazon Template
ARGO Cornstarch, 35 Ounce		0623QCQX3XG	sam 698170	10		2016-06-23 10:11:17 PDT		y	1			11				B0045DMLXM			1	N		B0045DMLXM				AMAZON_NA													Default Amazon Template
Limonazo Salt and Lemon Powder Mini Shaker - 10 Ct. Case		0714Q0ISNYM	sam 712199070251	9.07		2016-07-14 08:47:34 PDT		y	1			11				B004X2MIMY			1	N		B004X2MIMY				AMAZON_NA													Default Amazon Template
Nutella 26.5 Ounce, 2 Count		0704QNJYGSM	sam 712356	18.99		2016-07-04 11:36:29 PDT		y	1			11				B0051T3R6E			1	N		B0051T3R6E				AMAZON_NA													Default Amazon Template
Kellogg's Nutri-Grain Cereal Bars, 36 Count		0623QCNGS2M	sam 72773	17.33		2016-06-23 09:44:53 PDT		y	1			11				B00IJNZ5Q4			1	N		B00IJNZ5Q4				AMAZON_NA													Default Amazon Template
Stauffer's Original Animal Crackers - 4lb 14oz tub		0623QCRYSFM	sam 737171	15		2016-06-23 10:24:18 PDT		y	1			11				B001NC8HS6			1	N		B001NC8HS6				AMAZON_NA													Default Amazon Template
Graduates lil' crunchies baked whole grain corn snack 4 Mild Cheddar 2 veggie...		0704QN3KFSS	sam 739402	21.49		2016-07-04 10:20:12 PDT		y	1			11				B004YC4YWA			1	N		B004YC4YWA				AMAZON_NA													Default Amazon Template
Dubble Bubble 380 Count Tub - Fruitastic Flavors, 60.3 Oz(3.7 lb)		0720QX7ZYOM	sam 756988	14.22		2016-07-20 09:25:59 PDT		y	1			11				B000OHBAE4			1	N		B000OHBAE4				AMAZON_NA													Default Amazon Template
Fiber One Chewy Bars, Oats and Chocolate, 36-1.4oz Bars		0623QCM2RSM	sam 763334	22.19	1	2016-06-23 09:37:56 PDT		y	1			11				B006H5FHHI			1	N		B006H5FHHI			0	DEFAULT													Default Amazon Template
Nature's Bakery Stone Ground Whole Wheat Fig Bar 24 Twin Packs 24 - 2oz		0714Q0I7AKA	sam 766769	17.49		2016-07-14 08:36:47 PDT		y	1			11				B00JU3CDKI			1	N		B00JU3CDKI				AMAZON_NA													Default Amazon Template
Skinny Cow 32 Count Dreamy Cluster, Divine Filled choc. Heavenly Crisp.	Every one of these scrumptious treats has all the fabulous richness you want – in a way that’s portioned for you. So relax, and indulge. You deserve every dreamy, divine and heavenly bite.	0613QBSO9TS	sam 784620	28.85		2016-06-13 08:22:35 PDT		y	1			11				B01BJ6AGAM			1	N		B01BJ6AGAM				AMAZON_NA													Default Amazon Template
Scotch Brite Heavy Duty Industrial Size Scouring Pads (20 pack)		0714Q0GKV8A	sam 79529	13.2		2016-07-14 08:08:53 PDT		y	1			11				B003FYJ83S			1	N		B003FYJ83S				AMAZON_NA													Default Amazon Template
Tone's Reduced Sodium Stock Base, No MSG, Gluten Free (16 oz jar) (Beef)		0623QCOB9IY	sam 812849	12		2016-06-23 09:51:51 PDT		y	1			11				B01385HY0C			1	N		B01385HY0C				AMAZON_NA													Default Amazon Template
Tone's Reduced Sodium Stock Base, No MSG, Gluten Free (16 oz jar) (Chicken)		0623QCOCRTY	sam 812891	14.8		2016-06-23 09:52:31 PDT		y	1			11				B01384T1FE			1	N		B01384T1FE				AMAZON_NA													Default Amazon Template
Honey Maid Graham Crackers (14.4-Ounce Boxes, 4-Pack)		0613QBOXPM4	sam 817835	15.79		2016-06-13 07:49:22 PDT		y	1			11				B01COWTA98			1	N		B01COWTA98				AMAZON_NA													Default Amazon Template
Red Lobster Cheddar Bay Biscuit Mix, 45.44 Ounce		0613QCGU894	sam 819989	15		2016-06-13 10:22:54 PDT		y	1			11				B00PDAG23G			1	N		B00PDAG23G				AMAZON_NA	15.85	percent	2	5									Default Amazon Template
SPAM Classic, 12-Ounce Cans (Pack of 6 )		0714Q0I4L5M	sam 8378	25		2016-07-14 08:32:21 PDT		y	1			11				B001EQ5NHE			1	N		B001EQ5NHE				AMAZON_NA													Default Amazon Template
Bobs Sweet Stripes Soft Peppermint Balls 350 ct		0720QXS65PS	sam 839559	16.14		2016-07-20 11:21:59 PDT		y	1			11				B01E7AI6LI			1	N		B01E7AI6LI				AMAZON_NA													Default Amazon Template
Old Spice High Endurance Deodorant, Pure Sport, 3.0 oz, 5 Piece		0706QZZLVQ4	sam 847836	17.58		2016-07-06 14:53:19 PDT		y	1			11				B00NFZ3W6G			1	N		B00NFZ3W6G				AMAZON_NA													Default Amazon Template
Skippy Natural Creamy Peanut Butter Twin Pack, 5 lb		0714Q0IBMSG	sam 895207	20.89		2016-07-14 08:41:00 PDT		y	1			11				B00SVQFSQQ			1	N		B00SVQFSQQ				AMAZON_NA													Default Amazon Template
Hormel Premium Real Crumbled Bacon 20 oz		0613QBWDDG4	sam 914747	18		2016-06-13 08:41:21 PDT		y	1			11				B000NERTSE			1	N		B000NERTSE				AMAZON_NA													Default Amazon Template
Nabisco Mini Oreo Chocolate Sandwich Cookies - 1.5 oz. - 30 pk.		0613QBJAPP4	sam 918248	25.5		2016-06-13 07:28:20 PDT		y	1			11				B00CYTNHRS			1	N		B00CYTNHRS				AMAZON_NA													Default Amazon Template
Planters Extra Large Virginia Peanuts Canister, 52.0 Ounce		0714Q0I95E4	sam 927353	13.99		2016-07-14 08:39:27 PDT		y	1			11				B001YXQ380			1	N		B001YXQ380				AMAZON_NA													Default Amazon Template
Bigelow All Natural Organic Chamomile Citrus Herb Tea, 60 Count		0704QN91EXM	sam 949709	12.95		2016-07-04 10:42:56 PDT		y	1			11				B00BPDWCDE			1	N		B00BPDWCDE				AMAZON_NA													Default Amazon Template
Lipton Recipe Secrets Soup and Dip Mix, Onion, 2 oz (Pack of 6)		0714Q0G7HEG	sam 951129	13.46		2016-07-14 08:03:07 PDT		y	1			11				B00AVIVFPA			1	N		B00AVIVFPA				AMAZON_NA													Default Amazon Template
Chatham Village Croutons, Garlic and Butter, 32 Ounce		0613QBZ5ZUS	sam 963907	13.43		2016-06-13 08:54:54 PDT		y	1			11				B000NES0G4			1	N		B000NES0G4				AMAZON_NA													Default Amazon Template
Snyder's of Hanover Mini Pretzels, 1.5 oz bags, 48-Count		0618QWF9LHA	sam 969030	20.5		2016-06-18 12:54:55 PDT		y	1			11				B003MZBPFY			1	N		B003MZBPFY				AMAZON_NA													Default Amazon Template
Wonderful No Shell Pistachios (24 oz.)		0707Q60BCHA	sam sam 866600	28		2016-07-07 16:50:51 PDT		y	1			11				B01E76E5MQ			1	N		B01E76E5MQ				AMAZON_NA													Default Amazon Template
Squigz Starter 24 piece set by Fat Brain Toy Co.		0708QB2LXVS	starterset	22.95	468	2016-07-08 11:52:21 PDT		y	1			11				B013CN6VKO			1	N		B013CN6VKO			0	DEFAULT													Prime template
Tums Smoothies, Berry Fusion, 140 Count		0721Q482S1G	wmt 307667250282	13.81		2016-07-21 10:47:44 PDT		y	1			11				B00399H31S			1	N		B00399H31S				AMAZON_NA													Default Amazon Template
Air Hogs Vectron Wave 2.0 - Black, Grey and Orange		1127PYKOS6A	wmt 37424572	12.83		2015-11-26 17:05:01 PST		y	1			11				B00LFQLARK			1	N		B00LFQLARK				AMAZON_NA													Default Amazon Template
Equate Flushable Wipes in Soft Flexible Dispenser - Fresh Scent - 48 sheets -...		0720QXIE09G	wmt 681131104548	8.85		2016-07-20 10:15:59 PDT		y	1			11				B00V9PQMA2			1	N		B00V9PQMA2				AMAZON_NA													Default Amazon Template
Equate Flushable Wipes 3-pack (48ct ea) Compare to Cottonelle Fresh Flushable...		0718QMMKXRG	wmt 681131105231	10.5		2016-07-18 09:51:23 PDT		y	1			11				B0094MFUTG			1	N		B0094MFUTG				AMAZON_NA													Default Amazon Template
Ty Beanie Boos Anabelle - Cat (Barnes & Noble Exclusive)		1106PJQMJVM	0008421366101	13.99	0	2015-11-06 11:47:37 PST		y	1			11				B00O3GS8MO			1	N		B00O3GS8MO			0	DEFAULT													Default Amazon Template
35 oz Bella Sun Luci Sun Dried Tomatoes Julienne Cut in Olive Oil		0623QD77D4Y	035342770359	20.9		2016-06-23 13:13:14 PDT		y	1			11				B00IN8K0JW			1	N		B00IN8K0JW				AMAZON_NA													Default Amazon Template
Kirkland Dry Roasted Macadamia Nuts with Sea Salt 680g (1.5 LB)		0606QE5HHBG	096619767021	23.55		2016-06-05 17:45:27 PDT		y	1			11				B00I7FJ0OM			1	N		B00I7FJ0OM				AMAZON_NA													Default Amazon Template
McCormick All Natural Gourmet Granulated Onion, 19.5 Ounce Packed in USA by M...		0606QH5L4E4	0I-XIHY-8QT7	17.5		2016-06-06 16:13:48 PDT		y	1			11				B01EDCF92Y			1	N		B01EDCF92Y				AMAZON_NA													Default Amazon Template
Beados Gems Sunshine Suncatcher Activity Pack		1112PEDV7FS	10666	19.99		2015-11-12 11:07:40 PST		y	1			11				B00U1JPRQM			1	N		B00U1JPRQM				AMAZON_NA													Default Amazon Template
Pepperidge Farm Milano Dark Chocolate Cookies: 15 Oz		0613QBINULG	1sam 359203	14.48		2016-06-13 07:26:20 PDT		y	1			11				B00N44G19I			1	N		B00N44G19I				AMAZON_NA													Default Amazon Template
Chubby Puppies & Friends, Siamese Cat (Colors and Styles Vary)		0315QAL4DDA	47460664	15.5		2016-03-15 12:31:00 PDT		y	1			11				B013MKZC2U			1	N		B013MKZC2U				AMAZON_NA													Default Amazon Template
Wild Roots 100% Natural Trail Mix Coastal Berry Blend (26 oz)		0722Q9Z0ILG	560519	17.43		2016-07-22 11:17:11 PDT		y	1			11				B0051EDWLO			1	N		B0051EDWLO				AMAZON_NA													Default Amazon Template
Fluid Aquatics Deluxe Pool Noodle - All New Electric Royal Blue		0618QWEUNGY	59P-UQC-7XF	35.76		2016-06-18 12:26:40 PDT		y	1			11				B01BN0PRZS			1	N		B01BN0PRZS				AMAZON_NA													Default Amazon Template
Kirkland Signature Sweet Mesquite Seasoning - 19.6 Oz		0606QH3RZ44	5T-UE79-NNDW	11.29		2016-06-06 15:54:13 PDT		y	1			11				B004S0332A			1	N		B004S0332A				AMAZON_NA													Default Amazon Template
Nutiva Organic Superseed Blend, 32 Ounce		0721Q62BBF4	64-QGVV-AIZC	23.49		2016-07-21 15:44:30 PDT		y	1			11				B01ET18FZ2			1	N		B01ET18FZ2				AMAZON_NA													Default Amazon Template
Hickory Farms Summer Sausage and Cheese Gift Box		0701Q6TJ6IY	67G-X5M-I7N	62.5	0	2016-06-30 17:34:18 PDT		y	1			11				B002V1D3UK			1	N		B002V1D3UK			0	DEFAULT													Default Amazon Template
Plush Horse Barn with Horses - Five (5) Stuffed Animal Horses in Play Carryin...		0719QRH6JXS	7166ba	27		2016-07-19 08:31:34 PDT		y	1			11				B0039KSQZE			1	N		B0039KSQZE				AMAZON_NA													Default Amazon Template
Plush Cat House with Cats - Five (5) Stuffed Animal Cats in Play Kitten House...		0719QRGZEHG	7166ca	27		2016-07-19 08:29:28 PDT		y	1			11				B000MX5E56			1	N		B000MX5E56				AMAZON_NA													Default Amazon Template
